block_id,accept_brand,run_date,bs_level,bs_id,file_id,member_id,label,counts,recon_amount,recon_sign,fee_amount,fee_sign
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG YA,27.0,5965.94,CR,97.01,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YB,3.0,354.93,CR,6.69,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YD       1,164.0,7283.45,CR,81.1,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YE,4.0,624.15,CR,11.76,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YG,3.0,119.07,CR,1.93,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,CREDIT     ORIG YA,1.0,356.1,DR,3.6,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,CREDIT     ORIG YH,1.0,0.46,DR,0.0,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL                    2,203.0,13990.98,CR,194.89,
2,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,BUSINESS SERVICE ID SUBTOTAL          2,203.0,13990.98,CR,194.89,
4,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060201,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG YA,1.0,1574.4,CR,25.6,
4,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060201,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YD,2.0,46.46,CR,0.52,
4,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060201,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL,3.0,1620.86,CR,26.12,
4,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060201,002/250219/00000008376/00000,00000008376,BUSINESS SERVICE ID SUBTOTAL,3.0,1620.86,CR,26.12,
6,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060301,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG YA,1.0,110.89,CR,1.8,
6,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060301,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YB,1.0,152.0,CR,2.86,
6,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060301,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YD,12.0,225.27,CR,2.51,
6,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060301,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YE,2.0,17.79,CR,0.33,
6,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060301,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL,16.0,505.95,CR,7.5,
6,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060301,002/250219/00000008376/00000,00000008376,BUSINESS SERVICE ID SUBTOTAL,16.0,505.95,CR,7.5,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG YA,9.0,315.28,CR,5.13,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YB,8.0,654.41,CR,12.33,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YC,2.0,459.96,CR,9.29,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YD,68.0,2054.1,CR,22.86,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YE,52.0,1944.08,CR,36.67,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YF,12.0,146.37,CR,2.96,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YH,3.0,105.99,CR,2.01,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG 61,8.0,139.34,CR,2.84,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,UNIQUE TXN ORIG YE,1.0,151.88,CR,2.86,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,CREDIT     ORIG YH,1.0,3.03,DR,0.03,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL                    1,164.0,5968.38,CR,96.92,
8,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060401,002/250219/00000008376/00000,00000008376,BUSINESS SERVICE ID SUBTOTAL          1,164.0,5968.38,CR,96.92,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG YA,44.0,3446.56,CR,56.02,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YB,12.0,5024.19,CR,94.68,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YC       1,148.0,12499.78,CR,252.49,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YD       6,621.0,27210.6,CR,302.84,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YE       1,153.0,7706.61,CR,145.25,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YF       9,952.0,34256.23,CR,691.88,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YG,6.0,273.55,CR,4.45,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YH,2.0,58.89,CR,1.11,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YI,10.0,1009.92,CR,20.41,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG 61,94.0,9894.44,CR,201.94,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   RVSL YE,1.0,70.41,DR,1.33,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,PURCHASE   RVSL YF,1.0,0.99,DR,0.02,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,CREDIT     ORIG YG,1.0,0.97,DR,0.01,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,CREDIT     ORIG YI,5.0,7.56,DR,0.07,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL                   20,2050.0,101300.84,CR,1769.64,
10,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060501,002/250219/00000008376/00000,00000008376,"BUSINESS SERVICE ID SUBTOTAL        2,0",50.0,101300.84,CR,1769.64,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG YA,34.0,2545.89,CR,47.23,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YB,2.0,378.57,CR,7.33,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YC,2.0,9.02,CR,0.19,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YD       1,126.0,14821.75,CR,174.7,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YE,11.0,539.19,CR,9.9,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YF,15.0,819.82,CR,17.15,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YG,1.0,324.32,CR,5.68,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YJ,9.0,1279.61,CR,23.46,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YK,5.0,365.7,CR,7.46,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YL,1.0,2.27,CR,0.05,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YM,23.0,796.87,CR,11.31,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YQ,43.0,2046.29,CR,39.63,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YS,6.0,4337.03,CR,93.03,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG 61,1.0,202.08,CR,4.12,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL                    2,279.0,28468.41,CR,441.24,
12,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRAREGIONAL,060001,002/250219/00000008376/00000,00000008376,BUSINESS SERVICE ID SUBTOTAL          2,279.0,28468.41,CR,441.24,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG L5       9,901.0,550106.2,CR,2765.18,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG PE       8,805.0,5495883.64,CR,27175.87,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG PF,16.0,118757.28,CR,588.92,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG PS,97.0,524410.81,CR,5398.62,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG WE       3,312.0,1573669.73,CR,7732.0,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG WF,5.0,34676.78,CR,172.27,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG WS,37.0,96277.03,CR,926.86,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG 75       1,172.0,1146221.2,CR,11190.15,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG 79,4.0,20119.89,CR,101.11,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   RVSL PE,7.0,142285.0,DR,715.0,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,UNIQUE TXN ORIG 75,1.0,39324.0,CR,676.0,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,CREDIT     ORIG L5,18.0,3755.1,DR,18.89,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,CREDIT     ORIG PS,1.0,27544.82,DR,519.18,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,CREDIT     ORIG WS,1.0,297.5,DR,1.5,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,CREDIT     ORIG 75,1.0,3912.34,DR,19.66,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL                   23,2378.0,9421651.8,CR,55452.75,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,"BUSINESS SERVICE ID SUBTOTAL        2,3",378.0,9421651.8,CR,55452.75,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG L5,1.0,3.98,CR,0.02,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG PE,4.0,520.44,CR,2.5,
14,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG PF,19.0,5037.37,CR,24.13,
16,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         2,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG PS,2.0,84.41,CR,1.59,
16,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         2,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,FIRST PRES.  TOTAL,26.0,5646.2,CR,28.24,
16,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         2,02/20/25,INTRACOUNTRY,404001,002/250219/00000008376/00000,00000008376,BUSINESS SERVICE ID SUBTOTAL,26.0,5646.2,CR,28.24,
18,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,906/250220/00000019066/00614,00000008376,SEC. PRES.-F PURCHASE   ORIG PF,1.0,101.7,CR,0.46,
18,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,906/250220/00000019066/00614,00000008376,SEC. PRES.-F TOTAL,1.0,101.7,CR,0.46,
18,DMC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTRACOUNTRY,404001,906/250220/00000019066/00614,00000008376,BUSINESS SERVICE ID SUBTOTAL,1.0,101.7,CR,0.46,
20,MCC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,FIRST PRES.  PURCHASE   ORIG IP,27.0,1836.5,CR,37.49,
20,MCC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YA,25.0,40585.21,CR,797.96,
20,MCC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YB,28.0,6747.95,CR,129.46,
20,MCC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YC,38.0,21575.89,CR,435.85,
20,MCC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YD,56.0,4694.1,CR,79.21,
20,MCC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YE       1,176.0,8640.79,CR,166.22,
20,MCC                          CLEARING CYCLE 004 - ACKNOWLEDGEMENT                              PAGE NO:         1,02/20/25,INTERREGIONAL,060101,002/250219/00000008376/00000,00000008376,PURCHASE   ORIG YF       2,298.0,18577.5,CR,375.26,
